8.2648,3.67419,-2.03936,1,3,0
17.3037,3.67172,2.63378,1,3,0
26.3223,4.06953,1.99137,1,3,0
35.3744,4.4241,0.789282,1,3,0
44.3839,4.67696,3.14126,1,3,0
53.428,4.51246,0.667669,1,3,0
58.466,4.21769,-30,1,3,0
64.3559,0.30308,-37.6167,1,3,0
66.217,-8.56838,-87.7678,1,3,0
67.5628,-13.8444,-45.3534,1,3,0
72.05,-15.7064,0.976285,1,3,0
81.3271,-15.4977,5.12999,1,3,0
87.4864,-18.3584,-6.8023,1,3,0
92.0168,-18.6401,-6.70618,1,3,0
100.466,-21.8229,-16.7044,1,3,0
105.644,-22.6436,5.24531,1,3,0
110.299,-20.5197,0.0982,1,3,0
115.211,-20.5429,-3.48403,1,3,0
116.531,-23.1186,-60.0995,1,3,0
116.762,-32.1196,-86.9818,1,3,0
117.089,-41.1338,-87.8332,1,3,0
117.323,-50.1931,-88.2818,1,3,0
117.515,-59.244,-88.5498,1,3,0
117.995,-68.232,-87.6312,1,3,0
118.427,-77.2385,-87.4376,1,3,0
120.176,-90.1169,-87.6136,1,3,0
117.048,-92.8131,-135,1,3,0
107.994,-93.0188,152.915,1,3,0
104.12,-91.8446,180.543,1,3,0
97.0589,-91.5551,-176.504,1,3,0
88.0697,-91.5134,-179.623,1,3,0
79.0465,-91.8048,-175.525,1,3,0
73.5342,-91.7901,179.299,1,3,0
55.5048,-92.5124,-175.173,1,3,0
46.4887,-93.0471,-177.396,1,3,0
37.4858,-93.5331,-177.475,1,3,0
34.5175,-93.6764,-177.668,1,3,0
32.1522,-97.0604,-126.177,1,3,0
23.1246,-96.8488,179.171,1,3,0
16.3409,-96.9786,160,1,3,0
15.3493,-85.5874,92.2471,1,3,0
14.6009,-76.5325,90.9094,1,3,0
14.4989,-67.5341,100.33,1,3,0
13.4806,-58.5705,91.2847,1,3,0
13.2972,-49.5445,92.0715,1,3,0
13.0449,-40.5234,93.1101,1,3,0
12.5482,-34.6031,93.163,1,3,0
8.37138,-34.0012,178.118,1,3,0
3,-30,135.548,1,3,0
-2.64741,-30,-179.548,1,3,0
-11.6966,-30,-174.823,1,3,0
-18.7601,-30,179.733,0,3,1
-26.5566,-32.5367,-152.487,1,3,0
